P_NAME,P_DETECTION,P_MASS,P_RADIUS,P_FLUX,P_TEMP_SURF,P_PERIOD,P_DISTANCE,P_DENSITY,P_GRAVITY,P_ESI
Kepler-1816 b,Transit,4.53,1.968,2.212536,,91.500999,0.3648,0.59432352,1.1696287,0.64727417
Kepler-1040 b,Transit,4.98,2.08,2.1005099,876.35518,201.1214,0.6559,0.55340023,1.1510725,0.64719639
Kepler-1552 b,Transit,6.66,2.47,1.722691,,184.77185,0.6045,0.44196041,1.0916422,0.64650474
K2-288 B b,Transit,4.27,1.9,0.43682985,,31.393463,0.164,0.62253973,1.1828255,0.64648814
GJ 3988 b,Radial Velocity,3.69,1.74,2.4552174,,6.9442,0.0405,0.70045239,1.2187872,0.64622072
Kepler-26 e,Transit,6.39,2.41,1.7995115,,46.827915,0.22,0.45650941,1.1001877,0.64465847
Kepler-1341 b,Transit,9.22,2.99,1.1375254,,132.99683,0.4498,0.34491919,1.0313084,0.64441043
HD 85512 b,Radial Velocity,3.6,1.72,2.4986004,,58.43,0.261573,0.70748488,1.216874,0.64394749
Kepler-437 b,Transit,5.22,2.14,2.0859404,,66.65062,0.2880576,0.53263436,1.1398375,0.64247814
Kepler-351 d,Transit,7.85,2.72,1.5340647,,142.54425,0.5177,0.39008832,1.0610402,0.64069564
TOI-1468 c,Transit,6.64,2.064,2.2080406,,15.532482,0.085015178,0.75516004,1.5586503,0.63779096
HD 216520 c,Radial Velocity,9.44,3.03,1.2760915,852.10806,154.43,0.5318016,0.33934707,1.0282216,0.63363284
Kepler-1539 b,Transit,7.75,2.7,1.6514833,844.60747,133.30367,0.4765,0.39374079,1.0631001,0.63157494
GJ 3293 d,Radial Velocity,7.6,2.67,0.5885927,,48.1345,0.19533637,0.39928207,1.0660831,0.6297766
GJ 251 b,Radial Velocity,4,1.83,2.5390766,,14.238,0.082209,0.65268964,1.194422,0.62909696
Kepler-737 b,Transit,4.5,1.96,2.4728673,820.94963,28.599154,0.1422,0.59764639,1.1713869,0.62247318
Kepler-296 d,Transit,5.02,2.09,2.3565289,,19.850291,0.1244251,0.54987612,1.1492411,0.62067996
Kepler-1097 b,Transit,10.7,3.26,1.1762317,495.9484,187.74703,0.5791,0.30883818,1.0068125,0.62052308
Kepler-1229 b,Transit,2.54,1.4,0.32435608,,86.828989,0.3006,0.92565598,1.2959184,0.62049439
Kepler-1545 b,Transit,7.75,2.7,1.7843618,,163.69235,0.5442,0.39374079,1.0631001,0.61890991
Kepler-436 b,Transit,7.9,2.73,1.7643495,,64.00205,0.34511895,0.38827475,1.0599901,0.61818164
Kepler-1593 b,Transit,10.2,3.17,0.74750605,1179.6872,174.50984,0.546,0.32020078,1.0150365,0.61811258
Kepler-1996 c,Transit,8.3,2.81,1.6922594,,92.729725,0.3608,0.37407539,1.0511518,0.6180295
GJ 422 b,Radial Velocity,11.07,3.33,0.89742373,,20.129,0.11167155,0.29978847,0.99829559,0.61758603
Kepler-298 d,Transit,6.8,2.5,1.9879265,,77.473633,0.305,0.4352,1.088,0.61724947
K2-384 f,Transit,5.57,2.222,2.26682,,13.62749,0.077142105,0.50771855,1.1281506,0.61645068
Kepler-1636 b,Transit,10.5,3.23,1.2946038,,425.47785,1.1546,0.31158872,1.0064316,0.61632708
K2-239 d,Transit,1.37,1.1,3.4089361,1171.7407,10.115,0.0685,1.0293013,1.1322314,0.61218941
GJ 411 b,Radial Velocity,2.69,1.45,3.1471785,,12.9394,0.078946359,0.882365,1.2794293,0.61154459
Kepler-186 f,Transit,1.71,1.17,0.29470006,,129.9441,0.4323456,1.0676737,1.2491782,0.6108342
GJ 3473 c,Radial Velocity,7.41,2.63,1.9543025,1430.031,15.509,0.0876,0.40733428,1.0712892,0.60886327
TOI-2095 b,Transit,4.1,1.25,3.4068833,749.51493,17.66484,0.101,2.0992,2.624,0.60589256
Kepler-54 d,Transit,2.96,1.53,3.1496254,,20.995694,0.126,0.82645159,1.2644709,0.60488086
Kepler-186 e,Transit,2.15,1.27,3.4057646,,22.407704,0.11,1.0496084,1.3330027,0.60483093
Kepler-1450 b,Transit,3.57,1.71,2.9594818,,54.509417,0.2401,0.71396987,1.2208885,0.60405196
Kepler-1881 b,Transit,9.17,2.981,1.7114924,,159.394,0.5368,0.3461652,1.0319185,0.6022108
Kepler-196 d,Transit,7.56,2.661,2.0121891,,122.08,0.4484,0.40122425,1.0676577,0.60077474
GJ 667 C e,Radial Velocity,2.7,1.45,0.30222311,750.66638,62.24,0.2130426,0.88564517,1.2841855,0.59946584
Kepler-1052 c,Transit,5.9,2.3,2.3843547,,180.92173,0.6135,0.48491822,1.1153119,0.59843657
HD 103949 b,Radial Velocity,11.2,3.35,1.425788,,120.878,0.44692395,0.29790898,0.9979951,0.59834245
K2-3 c,Transit,2.68,1.582,3.1940462,,24.646729,0.13585633,0.67688573,1.0708332,0.59721169
GJ 581 c,Radial Velocity,5.5,2.21,2.5068565,654.23243,12.914,0.0721,0.5095489,1.1261031,0.59582095
Kepler-1388 e,Transit,6.62,2.46,2.2568737,813.10899,37.632708,0.1861,0.44468519,1.0939256,0.59565828
Kepler-1020 b,Transit,5.82,2.28,2.4366008,,96.91515,0.3878,0.49104178,1.1195753,0.59562454
EPIC 212737443 c,Transit,7.7,2.69,2.0443174,,65.55,0.2856,0.3955796,1.0641091,0.59538025
Kepler-446 d,Transit,2.39,1.35,3.4784832,,5.148921,0.0403,0.97139664,1.3113855,0.59474951
Kepler-1086 c,Transit,8.96,2.94,0.54558702,1016.7149,161.51633,0.503,0.35258677,1.0366051,0.59448569
HIP 107772 b,Radial Velocity,12.9,3.64,1.1828768,,55.199,0.2469366,0.26747646,0.9736143,0.5933426
Kepler-267 d,Transit,5.77,2.27,2.4886198,,28.464515,0.154,0.49328538,1.1197578,0.59200638
HD 191939 g,Radial Velocity,13.5,3.74,0.98646905,,284,0.8123654,0.25805897,0.96514055,0.59122214
Kepler-138 d,Transit,2.1,1.51,3.3743489,,23.0923,0.12880644,0.60994188,0.92101224,0.59017988
HD 20794 e,Radial Velocity,4.77,2.03,2.7710248,,147.02,0.53040345,0.57020401,1.1575141,0.59005061
K2-384 e,Transit,2.37,1.345,3.5594144,,9.715043,0.061561717,0.97405054,1.310098,0.58966149
TOI-237 b,Transit,2.67,1.44,3.5276967,817.07001,5.436098,0.0341,0.8941776,1.2876157,0.58515767
Kepler-367 c,Transit,1.87,1.2,3.7736269,,53.578637,0.253,1.0821759,1.2986111,0.58415034
Kepler-249 d,Transit,3.09,1.57,3.3998248,648.09763,15.368459,0.097,0.79847169,1.2536006,0.5836518
GJ 3293 e,Radial Velocity,3.28,1.63,3.3367147,,13.2543,0.083889864,0.75737511,1.2345214,0.58304096
GJ 1002 c,Radial Velocity,1.36,1.1,0.258159,,21.202,0.0738,1.0217881,1.1239669,0.58171525
Kepler-1868 b,Transit,10.1,3.15,0.55465026,1472.0921,211.034,0.6266,0.32313925,1.0178886,0.58139522
Kepler-1548 b,Transit,7.46,2.64,2.252651,,124.82868,0.4679,0.40544042,1.0703627,0.58088793
K2-323 b,Transit,5.06,2.1,2.8182507,529.91219,24.93,0.1275,0.54637728,1.1473923,0.5800733
Kepler-311 d,Transit,4.86,2.05,2.905803,,232.04033,0.7326,0.56412414,1.1564545,0.57774218
Kepler-1459 b,Transit,2.42,1.36,3.747435,,62.869161,0.2829,0.96205221,1.308391,0.57680628
Kepler-52 d,Transit,4.46,1.95,3.0468931,,36.445171,0.182,0.60149362,1.1729126,0.57601114
TRAPPIST-1 g,Transit,1.321,1.129,0.25232055,818.84175,12.352446,0.046830101,0.91795415,1.0363702,0.57566382
GJ 357 d,Radial Velocity,6.1,2.34,0.38259533,516.21403,55.661,0.204,0.47608255,1.1140332,0.57551752
K2-286 b,Transit,5.06,2.1,2.8776335,939.88701,27.359,0.1768,0.54637728,1.1473923,0.57551151
TOI-198 b,Transit,2.67,1.44,3.689776,,10.2152,0.1,0.8941776,1.2876157,0.57487254
Kepler-1038 b,Transit,12.2,3.53,1.5836858,,148.46034,0.5238,0.27735482,0.97906251,0.57399691
Kepler-230 c,Transit,4.82,2.04,2.9677875,1814.8028,91.773242,0.38,0.56774921,1.1582084,0.57397581
Kepler-1661 b,Transit,17,3.87,0.76718348,1098.2069,175.06,0.63402831,0.29330268,1.1350814,0.57300033
GJ 1061 b,Radial Velocity,1.37,1.1,4.0504308,,3.204,0.02200905,1.0293013,1.1322314,0.57158634
Kepler-1538 b,Transit,8.35,2.82,2.2133627,1047.7745,175.13882,0.6095,0.37233953,1.0499975,0.57013031
Kepler-1318 b,Transit,9.85,3.11,0.50289676,1108.1327,213.25766,0.6085,0.32745759,1.0183931,0.56816352
GJ 682 b,Radial Velocity,4.4,1.93,0.31348317,2161.5497,17.478,0.080256,0.61204133,1.1812398,0.56760583
Kepler-169 f,Transit,7.18,2.58,2.4763447,,87.090195,0.359,0.41808571,1.0786611,0.56690799
LP 791-18 c,Transit,7.1,2.438,2.624963,215.00894,4.9899093,0.02961,0.48995619,1.1945132,0.56647203
TRAPPIST-1 b,Transit,1.374,1.116,4.1552464,1116.2281,1.510826,0.011540223,0.98853978,1.1032104,0.56548578
Kepler-152 c,Transit,6.3,2.39,2.7045811,754.35414,88.255055,0.356,0.46147358,1.1029219,0.56420082
GJ 414 A b,Radial Velocity,7.6,2.63,2.4698035,,50.8,0.2559305,0.41777875,1.0987581,0.56349752
Kepler-445 d,Transit,2.1,1.25,4.1216486,,8.15275,0.0439,1.0752,1.344,0.56191507
Kepler-1600 b,Transit,9.96,3.13,0.48571627,,386.37055,0.9712,0.32480771,1.0166481,0.56079195
GJ 229 A c,Radial Velocity,8.58137,2.87,0.43708668,,121.93268,0.40971955,0.3630036,1.0418203,0.56015989
LP 890-9 b,Transit,13.2,1.32,4.102017,,2.7299025,0.01875,5.7392103,7.5757576,0.55915608
LTT 3780 c,Transit,7.02,2.33,2.839652,,12.252196,0.076764529,0.5549698,1.2930796,0.55893576
Kepler-1634 b,Transit,10.3,3.19,0.49040602,1485.6306,374.87624,1.0525,0.31729642,1.0121756,0.55835887
Kepler-1858 b,Transit,6.44,2.422,2.7570707,1325.8275,88.071602,0.3575,0.45327676,1.0978363,0.55762321
Kepler-220 e,Transit,2.33,1.33,4.1284129,,45.902733,0.226,0.99037803,1.3172028,0.5571803
Kepler-1143 c,Transit,12.6,3.6,0.56787429,,210.63059,0.6477,0.27006173,0.97222222,0.55534681
Kepler-1567 b,Transit,7.9,2.73,2.4781172,,153.97958,0.552,0.38827475,1.0599901,0.55518447
tau Cet f,Radial Velocity,3.93,1.81,0.28204584,,636.13,1.3510752,0.66276082,1.1995971,0.55463551
Kepler-1550 b,Transit,9.38,3.02,2.2292792,1334.8696,225.58281,0.7681,0.34055088,1.0284637,0.55424171
HD 31527 d,Radial Velocity,11.82,3.46,1.8841992,1573.1992,271.6737,0.83312224,0.28535743,0.9873367,0.55378705
K2-152 b,Transit,5.86,2.29,2.957777,675.52346,32.6479,0.1716,0.4879678,1.1174463,0.55366239
GJ 887 c,Radial Velocity,7.6,2.67,2.5564512,,21.789,0.12,0.39928207,1.0660831,0.55357397
GJ 687 b,Radial Velocity,17.2,4.32,0.81281707,568.90611,38.142,0.16535535,0.21334241,0.92163923,0.5527234
TOI-700 c,Transit,7.27,2.6,2.6605718,464.58762,16.051137,0.093114785,0.41363223,1.0754438,0.55093562
GJ 676 A e,Radial Velocity,6.6744,2.47,2.7971689,,35.47358,0.18309091,0.442916,1.0940025,0.55085167
Kepler-1582 b,Transit,2.83,1.49,4.0890821,,4.8381771,0.0316,0.855515,1.2747174,0.54879252
Kepler-236 c,Transit,4.66,2,3.3872881,1507.5339,23.968127,0.132,0.5825,1.165,0.54878124
Kepler-1359 b,Transit,8.4,2.83,2.5023848,,59.497095,0.2769,0.37061243,1.0488332,0.54595901
HIP 71135 b,Radial Velocity,18.8,4.55,1.1264299,,87.19,0.34238675,0.19958305,0.90810289,0.54575672
K2-129 b,Transit,1.12,1.04,4.61266,997.3053,8.239493,0.05748165,0.99567592,1.035503,0.5446506
Kepler-369 c,Transit,2.57,1.41,4.302732,1360.5496,14.871572,0.094,0.91680249,1.2926915,0.54345487
Kepler-1700 b,Transit,8.76,2.901,2.4838197,,234.239,0.7576,0.35880701,1.0408991,0.54235514
Kepler-47 c,Transit,3.17,4.65,0.90457996,800.08531,303.227,0.96473296,0.031528289,0.14660654,0.54182487
G 264-012 c,Radial Velocity,3.75,1.76,3.8697365,,8.0518,0.0525,0.68784924,1.2106147,0.54005486
YZ Cet c,Radial Velocity,1.14,1.05,4.7173977,,3.05989,0.02156,0.98477486,1.0340136,0.53992253
K2-123 b,Transit,8.05,2.76,2.6505856,,30.951524,0.16519682,0.38288525,1.0567633,0.53981707
Kepler-549 c,Transit,8.91,2.93,2.4928412,,117.0405,0.4453,0.35422144,1.0378688,0.53964991
HD 219134 g,Radial Velocity,10.80622,3.28,2.1990893,538.8344,94.2,0.3753,0.3062332,1.0044449,0.53941786
GJ 96 b,Radial Velocity,19.66,4.67,1.1666451,1387.9164,73.94,0.3191688,0.19303358,0.90146683,0.5390936
Kepler-315 c,Transit,16.1,4.15,1.613047,,265.46934,0.791,0.22525871,0.93482363,0.53677318
TOI-2096 c,Transit,4.32,1.914,3.7158863,,6.38784,0.0402,0.61610956,1.1792337,0.53629532
K2-415 b,Transit,7.5,1.015,4.8114112,705.73279,4.0179694,0.027,7.1723775,7.2799631,0.5362145
K2-239 c,Transit,0.972,1,4.8211987,,7.775,0.0576,0.972,0.972,0.53583521
TOI-1680 b,Transit,2.75,1.466,4.3856597,,4.8026345,0.03144,0.87283225,1.2795721,0.53583288
TOI-1231 b,Transit,15.4,3.65,1.9715968,,24.245586,0.12928744,0.31669567,1.1559392,0.53541361
GJ 15 A b,Radial Velocity,3.03,1.55,4.2880738,,11.4407,0.072318096,0.81366856,1.2611863,0.53462708
K2-240 c,Transit,3.89,1.8,3.9430577,983.44415,20.523,0.1159,0.6670096,1.2006173,0.53302868
Kepler-967 c,Transit,12.9,3.65,0.48957941,702.60924,198.71125,0.6253,0.26528404,0.96828673,0.52979053
HD 69830 d,Radial Velocity,18.1,4.45,1.521898,1065.679,197,0.6315435,0.2053991,0.91402601,0.5290697
K2-264 c,Transit,7.6,2.668,2.9059322,,19.660302,0.12425404,0.40018068,1.0676821,0.5283565
Kepler-1849 b,Transit,6.29,2.387,3.2289112,,57.2929,0.2597,0.46248046,1.1039409,0.52803948
L 98-59 d,Transit,2.31,1.58,4.402496,398.67901,7.450729,0.0506,0.58565347,0.92533248,0.52714337
GJ 357 c,Radial Velocity,3.4,1.66,4.2789807,318.91417,9.1247,0.061,0.74328378,1.2338511,0.52704265
TOI-700 b,Transit,0.704,0.914,5.0124213,,9.977219,0.067890406,0.92200669,0.84271411,0.52704018
Kepler-985 b,Transit,9.17,2.98,2.6307817,638.74657,116.3319,0.4451,0.34651381,1.0326111,0.52606254
HD 147379 b,Radial Velocity,21.6,4.94,0.78607817,,86.58,0.31993365,0.17917314,0.88511531,0.52339129
HD 10180 g,Radial Velocity,21.4,4.91,0.75808279,,604.67,1.4763521,0.18078787,0.88766846,0.52217338
Kepler-712 c,Transit,21,4.85,0.72395536,,226.89047,0.6732,0.18407469,0.89276225,0.52106326
GJ 3293 b,Radial Velocity,23.54,5.19,1.0708914,,30.5987,0.1436481,0.16838538,0.87392013,0.520749
Kepler-344 c,Transit,9.01,2.95,2.7425866,,125.59681,0.488,0.35096091,1.0353347,0.52015429
GJ 514 b,Radial Velocity,5.2,2.13,0.27009078,909.74527,140.43,0.4647275,0.53810191,1.1461571,0.52010084
BD-11 4672 c,Radial Velocity,15.37,4.04,1.9037848,,74.2,0.324,0.23309329,0.94169689,0.52005613
HIP 41378 d,Transit,14.9,3.96,0.50700237,1085.0977,1114,2.2156186,0.23993893,0.95015815,0.51877311
Kepler-1678 b,Transit,10.9,3.304,2.4497432,,147.974,0.5302,0.3022083,0.99849621,0.51876696
Kepler-32 d,Transit,7.75,2.7,3.0207396,1077.5577,22.7802,0.13,0.39374079,1.0631001,0.51849781
TOI-270 d,Transit,4.78,2.133,3.7355275,413.77153,11.379573,0.072136915,0.49255568,1.0506213,0.5180918
HD 40307 f,Radial Velocity,5.2,2.13,3.7643758,,51.76,0.2470494,0.53810191,1.1461571,0.51678687
Kepler-610 c,Transit,10.9,3.3,2.4805905,,151.86392,0.5594,0.30330857,1.0009183,0.51675428
Kepler-150 f,Transit,12.9,3.64,0.44890726,,637.2093,1.24,0.26747646,0.9736143,0.51606389
Kepler-1853 b,Transit,2.92,1.519,4.7795715,,48.888199,0.2395,0.83312378,1.265515,0.51517769
Kepler-441 b,Transit,3.33,1.64,0.21818378,,207.2482,0.6432,0.75494044,1.2381023,0.51489081
Kepler-1801 c,Transit,8.8,2.91,2.8627772,1504.2687,116.58318,0.4572,0.35711139,1.0391942,0.51462551
LHS 1140 c,Transit,1.91,1.272,5.2217493,,3.77794,0.02703375,0.92805141,1.1804814,0.51278419
TOI-712 c,Transit,7.76,2.701,3.1365985,,51.69906,0.24566913,0.39381111,1.0636838,0.5111131
K2-316 c,Transit,4.01,1.83,4.3667068,,5.26,0.0582,0.65432137,1.1974081,0.51032552
HD 219134 d,Radial Velocity,16.17,1.61,4.7607847,385.64663,46.859,0.23925671,3.8746492,6.2381853,0.50969196
Kepler-1874 b,Transit,5.52,2.211,3.8203072,,56.5732,0.2633,0.51070822,1.1291759,0.50777843
